card_id,set_id,set_code,set_rarity,set_rarity_code
25550531,06fbc1c0840c310e24adb9817c96e6fc,EN013,Collector's Rare,(CR)
25550531,06fbc1c0840c310e24adb9817c96e6fc,EN013,Ultra Rare,(UR)
25551951,005adeb3ee84ff7785b85e28469ab1f7,EN134,Ultra Rare,(UR)
25551951,005eba16ef83bd8139478a7055c438c0,EN264,Common,(C)
25551951,327d59d3112082748441132b4cce3a5f,EN176,Common,(C)
25551951,6b6c8e6d73df5fccd1a8629a9d7c2231,EN005,Secret Rare,(ScR)
25551951,6f94febfd38938e60f1f68c51e77d088,022,Ultra Rare,(UR)
25551951,b8449f6dd6d43e0fc7758e96c006185b,EN008,Rare,(R)
25551951,b8449f6dd6d43e0fc7758e96c006185b,EN008,Starfoil Rare,(SFR)
25551951,c9e2e81085f9d9106f5bb95f21ff5d37,PT025,Common,(C)
25551951,ce1a91d0ff648eca31435ccb049e50b7,EN025,Short Print,(SP)
25551951,d6e24e5ea5971eb002b62419730fa0ff,EN007,Rare,(R)
25551951,d8a9cfb70839915fcea1465fc6d714e8,ENI23,Common,(C)
25573054,5e4f9243e7c4dea23b4e4f008b40b633,EN022,Super Rare,(SR)
25573054,a3d60a924aaac2198910dd569b21264f,EN079,Common,(C)
25573054,ac2756963289980cc1db9f633729f9e5,EN018,Common,(C)
25573054,bbb9b6b2190bc28c1d50136fc990cfd0,EN045,Rare,(R)
25573054,bbb9b6b2190bc28c1d50136fc990cfd0,EN045,Ultimate Rare,(UtR)
25573054,e748b854ba70343861902208384941cd,EN045,Common,(C)
25573115,09b9e670c1677464aa4950091c8577b2,EN084,Common,(C)
25573115,0ae37fc5dd293c7ab5dd50776e70587e,EN235,Ultra Rare,(UR)
25578802,2d7607052b1bcb3e3d6e5cf92fab2a3a,EN045,Common,(C)
25578802,2d7607052b1bcb3e3d6e5cf92fab2a3a,EN045,Short Print,(SP)
25578802,506f3b6d6b69648933ac22ed31aa737b,EN045,Common,(C)
25586143,b16caf880089062bfa66f00739d25801,EN074,Ultra Rare,(UR)
25586143,c298ec426e621c56055f9eabc7c3a0ef,EN009,Secret Rare,(ScR)
25592142,c67dde397462bc8fd39202d742a53bb9,EN013,Quarter Century Secret Rare,
25592142,c67dde397462bc8fd39202d742a53bb9,EN013,Secret Rare,(ScR)
25607552,772347bbd0dbe7332c631a75f7af5f0a,EN096,Common,(C)
25607552,a044f1d51eeaaab32a0ab95712836f19,EN054,Super Rare,(SR)
25614410,96b30f7b59ec2e0fb430c0ce1354f00f,EN019,Ultra Rare,(UR)
25629622,17943d7262d755da8a0d683f3e8d9a2e,EN050,Common,(C)
25629622,d32a9db5bc8f1e0e8e18a5ad0c236439,EN018,Secret Rare,(ScR)
25642998,87061e9044e7d0528e8b60c21adb0874,EN223,Common,(C)
25642998,87061e9044e7d0528e8b60c21adb0874,EN223,Shatterfoil Rare,(SHR)
25642998,b4481b68a8ce80f89ab590babd81f1d6,EN064,Common,(C)
25642998,ede03e9cb79e96eccb6afc8855212d72,EN039,Common,(C)
25643346,439a908515f9385a6ede0932948a6ec5,EN051,Rare,(R)
25643346,66265a16620d88460369a7af3cf0252f,EN035,Super Rare,(SR)
25643346,77a29504c96d43a47d102fbf8f66375c,ENSP1,Ultra Rare,(UR)
25643346,cb403c1c3e075dbf7db5a1635a299677,EN060,Prismatic Secret Rare,(PScR)
25652259,0264aae428d1bc453108991315fba7a9,EN026,Collector's Rare,(CR)
25652259,0264aae428d1bc453108991315fba7a9,EN026,Rare,(R)
25652259,03e90883b2113627cd020c51bb3710d2,EN013,Common,(C)
25652259,4658654134b8129c82f60b72e060d388,EN004,Common,(C)
25652259,604434d7bc0ccd00fbf45065ed0da041,EN004,Rare,(R)
25652259,604434d7bc0ccd00fbf45065ed0da041,EN004,Ultimate Rare,(UtR)
25652259,7c6e77a5a83de29d749226ae0eb952f2,EN015,Ultra Rare,(UR)
25652259,7e3ff301eb022d45f07d11a88f7120cc,EN008,Common,(C)
25652259,b6a053e6532fd01877970f36bf03a6d1,ENB07,Common,(C)
25652259,b6a053e6532fd01877970f36bf03a6d1,ENC14,Common,(C)
25652259,c1158a516dc67cd764c23d402a5aadcf,EN014,Common,(C)
25652259,e748b854ba70343861902208384941cd,EN064,Rare,(R)
25652259,ee7d09a2f9ef687194f4c1092792e4fb,EN003,Common,(C)
25652259,f80659b9cb968d6a814e8cddd662149f,EN007,Super Rare,(SR)
25652655,bcf20e78948fb5b90ef26f3b73f4c4fe,EN004,Common,(C)
25654671,089e09d57dbd9a68383667eeb3ed84d1,EN098,Common,(C)
25654671,089e09d57dbd9a68383667eeb3ed84d1,EN098,Duel Terminal Normal Parallel Rare,(DNPR)
25654671,4e30336ae55065a38d6b52c8a8ff0112,EN040,Super Rare,(SR)
25654671,b7883e689e96ab505c94660a6e6afd43,EN070,Duel Terminal Normal Parallel Rare,(DNPR)
25655502,ac6b7e2c6239479038488c7a86ab2084,093,Common,(C)
25655502,ac6b7e2c6239479038488c7a86ab2084,E093,Common,(C)
25655502,ac6b7e2c6239479038488c7a86ab2084,EN093,Common,(C)
25669282,7ee33bb4fad97bf17b3e5404bdaa6eab,EN073,Rare,(R)
25682811,089e09d57dbd9a68383667eeb3ed84d1,EN165,Duel Terminal Ultra Parallel Rare,(DUPR)
25682811,25532afd4417bb450c3b249ab95a5914,EN091,Duel Terminal Super Parallel Rare,(DSPR)
25682811,9dda54b2ec9176b5ae4605098b46f040,EN059,Secret Rare,(ScR)
25682811,d18070ca1640b784e459779147d675ad,PT036,Common,(C)
25700114,d1d91028d9f2df773282a0d154ab9fd5,EN080,Short Print,(SP)
25704359,12433be5a61ee9cbe5a176a04aa80687,EN027,Common,(C)
25704359,12bb9572a4010c8b8efc25216225de00,EN012,Super Rare,(SR)
25704359,19fb9783db4853dd03f3cb34015c5bae,EN029,Common,(C)
25704359,b0606792e1cb727d75e9e61821ffece4,EN076,Common,(C)
25704359,d79f7adf463deace3a707e7147c404f6,PT012,Super Rare,(SR)
25716180,7c291aeddb69fc1e37dd23eb1aac3a42,EN026,Ultimate Rare,(UtR)
25716180,7c291aeddb69fc1e37dd23eb1aac3a42,EN026,Ultra Rare,(UR)
25716180,e42b9c3f699480bb5c2d729d15cfe5b6,EN041,Collector's Rare,(CR)
25716180,e42b9c3f699480bb5c2d729d15cfe5b6,EN041,Ultra Rare,(UR)
25725326,4476b03a17dccd2e8abf2909008d37c4,EN049,Super Rare,(SR)
25725326,9abce9ef0212d134c70a05c322b2dd94,EN116,Rare,(R)
25726386,aae6f5dd2c50bb70e5375f0d02dcc31e,EN040,Super Rare,(SR)
25727454,84da32f1f52c449a617b69ab76a36a50,EN037,Common,(C)
25727454,87061e9044e7d0528e8b60c21adb0874,EN115,Common,(C)
25727454,87061e9044e7d0528e8b60c21adb0874,EN115,Shatterfoil Rare,(SHR)
25733157,4e4b995c895c5b8d905e8dd025f10779,EN035,Super Rare,(SR)
25733157,cb6ba8c143c17ecfa39d6d2fd18d70fb,EN265,Common,(C)
25750986,fa7005d112a045fbfcba93c61b278dcc,EN010,Super Rare,(SR)
25769732,84da32f1f52c449a617b69ab76a36a50,EN028,Common,(C)
25769732,8d1bb889266b35581fb2812b9d5f4013,096,Short Print,(SP)
25769732,8d1bb889266b35581fb2812b9d5f4013,E076,Short Print,(SP)
25769732,8d1bb889266b35581fb2812b9d5f4013,EN096,Short Print,(SP)
25771826,089e09d57dbd9a68383667eeb3ed84d1,EN078,Common,(C)
25771826,089e09d57dbd9a68383667eeb3ed84d1,EN078,Duel Terminal Normal Parallel Rare,(DNPR)
25771826,b6ce3ec1a5807385dde19ac70f980d03,EN015,Super Rare,(SR)
25771826,d3b8127b599bea9b513dcd72fada35a2,EN024,Duel Terminal Normal Parallel Rare,(DNPR)
25773409,005adeb3ee84ff7785b85e28469ab1f7,EN129,Common,(C)
25773409,188ba4812fd63194022f263eac31eac9,EN008,Rare,(R)
25773409,2ab3e819bd847e31fec3bc609a264732,EN002,Super Rare,(SR)
25773409,4170e54a48da1a816e4958e1ff7f6d71,EN011,Super Rare,(SR)
25773409,610fa05ae2b971af95aa19408657ad7b,ENI15,Common,(C)
25773409,610fa05ae2b971af95aa19408657ad7b,ENI15,Secret Rare,(ScR)
25773409,6f94febfd38938e60f1f68c51e77d088,017,Common,(C)
25773409,a00a63e0f7cb537cee6fd1a918837b7d,EN062,Duel Terminal Normal Parallel Rare,(DNPR)
25773409,cf43e4a39d3322c2dc11e587c6366209,EN011,Super Rare,(SR)
25774450,3f1a523e9f4d0cfc2c4879bc91f9e4c8,EN030,Common,(C)
25774450,4170e54a48da1a816e4958e1ff7f6d71,EN073,Super Rare,(SR)
25774450,7c6e77a5a83de29d749226ae0eb952f2,EN076,Common,(C)
25774450,b6a053e6532fd01877970f36bf03a6d1,ENA25,Common,(C)
25774450,b7883e689e96ab505c94660a6e6afd43,EN095,Duel Terminal Normal Parallel Rare,(DNPR)
25774450,c1158a516dc67cd764c23d402a5aadcf,EN028,Common,(C)
25774450,cf43e4a39d3322c2dc11e587c6366209,EN073,Super Rare,(SR)
25784595,ca15fef067d241a83dd8016ef0600f91,EN003,Common,(C)
25788011,7224e82da41ec50ae719fcc99fec38b6,EN023,Common,(C)
25788011,8a1da03bfdddc6b5303a69e1a02440d2,EN043,Rare,(R)
25788011,9ad67ed30f031e35ee6c4118e04bc352,EN042,Short Print,(SP)
25789292,0707923e78b02b4c13b6e7b419db8b61,PT011,Super Rare,(SR)
25789292,128fb8a232f460abf1b8c52be290a44d,EN011,Super Rare,(SR)
25789292,20c0d3ec5c2040f8589e5a54ec528558,EN028,Common,(C)
25789292,2238892a062c62d4750d5f2b63e839a3,EN024,Common,(C)
25789292,424cd414aa7c40f77530cf69f4102635,EN155,Common,(C)
25789292,424cd414aa7c40f77530cf69f4102635,EN155,Mosaic Rare,(MSR)
25789292,87061e9044e7d0528e8b60c21adb0874,EN164,Common,(C)
25789292,87061e9044e7d0528e8b60c21adb0874,EN164,Shatterfoil Rare,(SHR)
25789292,b10b4352c55dc9fbb5d188ea621ac5c5,EN047,Gold Rare,(GUR)
25789292,b8449f6dd6d43e0fc7758e96c006185b,EN082,Common,(C)
25789292,b8449f6dd6d43e0fc7758e96c006185b,EN082,Starfoil Rare,(SFR)
25789292,c314e5654fde80c022c80e160001c02b,ENB16,Common,(C)
25789292,de1bf6a6a076ce9410961bacd8cfb625,EN048,Premium Gold Rare,(PG)
25789292,e9bdcd10bdbbf1f92b271e3c3f041d39,EN053,Common,(C)
25789292,fdd13ad84bdd9683494dc76350b2d95c,EN061,Ultimate Rare,(UtR)
25789292,fdd13ad84bdd9683494dc76350b2d95c,EN061,Ultra Rare,(UR)
25793414,2280df8b0216253b8059876bc8745f43,EN040,Rare,(R)
25795273,3bbff0e4b3edb9f6363fb5af6bde2021,EN204,Common,(C)
25795273,a1c14cc8da23f716d0e8e532bfb6c455,EN037,Common,(C)
25796442,943e0e1c5540e4f842d0edfa0831739f,EN060,Rare,(R)
25796442,ba7021ea31ff140cd59e049074aa0432,EN055,Super Rare,(SR)
25800447,7aaf44c411d4386963d8002ab3e37c90,EN057,Rare,(R)
25800447,f7d6892d21b826142f78883be7d31cff,EN025,Common,(C)
25801745,25952fd36e0938a5d447087427aa78cd,EN019,Quarter Century Secret Rare,
25801745,25952fd36e0938a5d447087427aa78cd,EN019,Secret Rare,(ScR)
25807544,1207a8b2f774090ec294ce41782874bc,EN057,Quarter Century Secret Rare,
25807544,1207a8b2f774090ec294ce41782874bc,EN057,Ultra Rare,(UR)
25811989,9fbc2ae81027208001000dfd2a7d701e,EN062,Ultra Rare,(UR)
25811989,b0606792e1cb727d75e9e61821ffece4,EN016,Common,(C)
25811989,ebcf2adcd9679d0dcc72352f53d09dc6,EN206,Common,(C)
25824484,7224e82da41ec50ae719fcc99fec38b6,EN201,Ultra Rare,(UR)
25824484,d1d91028d9f2df773282a0d154ab9fd5,EN020,Ultra Rare,(UR)
25833572,005eba16ef83bd8139478a7055c438c0,EN223,Common,(C)
25833572,74c1e2a9c8b12f91a2754a2db657debc,EN024,Rare,(R)
25833572,93d6a60352d6427b42c3604c61cf1dd6,END01,Common,(C)
25833572,93d6a60352d6427b42c3604c61cf1dd6,END01,Secret Rare,(ScR)
25833572,ac6b7e2c6239479038488c7a86ab2084,000,Secret Rare,(ScR)
25833572,ac6b7e2c6239479038488c7a86ab2084,E000,Secret Rare,(ScR)
25833572,ac6b7e2c6239479038488c7a86ab2084,EN000,Secret Rare,(ScR)
25833572,bd280cb7c5d30caf212ac58a50a9b87b,EN023,Ultra Rare,(UR)
25833572,e42b9c3f699480bb5c2d729d15cfe5b6,EN035,Collector's Rare,(CR)
25833572,e42b9c3f699480bb5c2d729d15cfe5b6,EN035,Rare,(R)
25845518,99f2988f5f49d9bb15c46698c705ca1d,EN041,Ultra Rare,(UR)
25847467,3f33498661590f385db2783d1e29abd5,EN007,Common,(C)
25847467,78fc98f8812edc5481892f32793a4e25,EN018,Common,(C)
25847467,7e90d26732c350c6ef2a23541e1c39c3,EN013,Common,(C)
25853045,4962ce2eefdcb976ce42041217783326,EN054,Rare,(R)
25853045,96b30f7b59ec2e0fb430c0ce1354f00f,EN008,Ultra Rare,(UR)
25853045,ba4208f8e9ca013bd08d04fec037af05,EN012,Common,(C)
25857246,aa94791c35f5fabfb8529a2fccb43138,EN089,Ultra Rare,(UR)
25857246,ba7021ea31ff140cd59e049074aa0432,EN017,Secret Rare,(ScR)
25857977,bb49627c5be3da6f8993300fb5249a76,EN002,Ultra Rare,(UR)
25861589,25952fd36e0938a5d447087427aa78cd,EN068,Common,(C)
25862681,48659eb849e8b4025ee34be85e570ba2,EN070,Ultra Rare,(UR)
25862681,7c0ee7fabbf9093b04eb661478db5561,EN238,Common,(C)
25862681,7c0ee7fabbf9093b04eb661478db5561,EN238,Ultra Rare,(UR)
25862681,a5cea1e77acd3ef56295a1f13c175de9,EN030,Super Rare,(SR)
25862681,a5cea1e77acd3ef56295a1f13c175de9,EN030,Ultra Rare,(UR)
25862681,d7c08b76e22c8b8f0f7a0420db701869,EN040,Ghost Rare,(GR)
25862681,d7c08b76e22c8b8f0f7a0420db701869,EN040,Ultimate Rare,(UtR)
25862681,d7c08b76e22c8b8f0f7a0420db701869,EN040,Ultra Rare,(UR)
25862681,e42b9c3f699480bb5c2d729d15cfe5b6,EN050,Rare,(R)
25862681,f7b3e2c8573292e6995c705116506801,EN002,Secret Rare,(ScR)
25866285,089e09d57dbd9a68383667eeb3ed84d1,EN112,Common,(C)
25866285,089e09d57dbd9a68383667eeb3ed84d1,EN112,Duel Terminal Normal Parallel Rare,(DNPR)
25866285,25532afd4417bb450c3b249ab95a5914,EN078,Duel Terminal Normal Parallel Rare,(DNPR)
25866285,9dda54b2ec9176b5ae4605098b46f040,EN048,Super Rare,(SR)
25880422,4658654134b8129c82f60b72e060d388,EN038,Common,(C)
25880422,701e2e044393bfbc4f7cb10dd6d6390b,EN078,Common,(C)
25880422,7e3ff301eb022d45f07d11a88f7120cc,EN017,Common,(C)
25880422,ac6b7e2c6239479038488c7a86ab2084,133,Common,(C)
25880422,ac6b7e2c6239479038488c7a86ab2084,E133,Common,(C)
25880422,ac6b7e2c6239479038488c7a86ab2084,EN133,Common,(C)
25880422,f1ea9ca7056002cd455126d9b1a8d415,031,Common,(C)
25904894,aae6f5dd2c50bb70e5375f0d02dcc31e,EN043,Super Rare,(SR)
25908748,4476b03a17dccd2e8abf2909008d37c4,EN052,Common,(C)
25908748,cb403c1c3e075dbf7db5a1635a299677,EN201,Common,(C)
25919316,e606bbaf04b9c79f2b0504c7ea01c580,EN084,Common,(C)
25920413,41269c594408ce12b7197cf30413a5c4,EN025,Common,(C)
25924653,47c711dd929549af8f8079167dfc6814,EN031,Common,(C)
25924653,8a45016bae751cb94b5c4583a451495f,PT031,Common,(C)
25924653,a3d60a924aaac2198910dd569b21264f,EN244,Secret Rare,(ScR)
25926710,fd6c36cd0673065cc28f35a132c5df90,EN027,Ultra Rare,(UR)
25935625,774578ab8e9131aedd786a1cc57fc1a0,EN032,Ultra Rare,(UR)
25935625,ebcf2adcd9679d0dcc72352f53d09dc6,EN151,Ultra Rare,(UR)
25955164,005eba16ef83bd8139478a7055c438c0,EN224,Common,(C)
25955164,74c1e2a9c8b12f91a2754a2db657debc,EN031,Rare,(R)
25955164,93d6a60352d6427b42c3604c61cf1dd6,END07,Common,(C)
25955164,93d6a60352d6427b42c3604c61cf1dd6,END07,Secret Rare,(ScR)
25955164,ac6b7e2c6239479038488c7a86ab2084,025,Super Rare,(SR)
25955164,ac6b7e2c6239479038488c7a86ab2084,E025,Super Rare,(SR)
25955164,ac6b7e2c6239479038488c7a86ab2084,EN025,Super Rare,(SR)
25955164,b79d33fa1cb25ad31a52ba31540bd980,EN157,Common,(C)
25955164,bd280cb7c5d30caf212ac58a50a9b87b,EN030,Rare,(R)
25955164,e42b9c3f699480bb5c2d729d15cfe5b6,EN032,Rare,(R)
25955749,4e4b995c895c5b8d905e8dd025f10779,EN032,Secret Rare,(ScR)
25955749,cb6ba8c143c17ecfa39d6d2fd18d70fb,EN262,Common,(C)
25958491,7c0ee7fabbf9093b04eb661478db5561,EN239,Secret Rare,(ScR)
25958491,d7c08b76e22c8b8f0f7a0420db701869,EN043,Ultimate Rare,(UtR)
25958491,d7c08b76e22c8b8f0f7a0420db701869,EN043,Ultra Rare,(UR)
25964547,a3a23e9aef9f574d8509e2996e848cdf,EN090,Super Rare,(SR)
25988873,089e09d57dbd9a68383667eeb3ed84d1,EN159,Common,(C)
25988873,089e09d57dbd9a68383667eeb3ed84d1,EN159,Duel Terminal Normal Parallel Rare,(DNPR)
25988873,25532afd4417bb450c3b249ab95a5914,EN075,Duel Terminal Normal Parallel Rare,(DNPR)
25988873,9dda54b2ec9176b5ae4605098b46f040,EN045,Super Rare,(SR)
25988873,d18070ca1640b784e459779147d675ad,PT029,Common,(C)
26016357,7c2c3a4e72dcda348ff2564980fce2a9,EN026,Common,(C)
26022485,2d7607052b1bcb3e3d6e5cf92fab2a3a,EN053,Rare,(R)
26022485,2d7607052b1bcb3e3d6e5cf92fab2a3a,EN053,Ultimate Rare,(UtR)
26022485,506f3b6d6b69648933ac22ed31aa737b,EN053,Rare,(R)
26034577,102315c19c0571f2fd7f21207307f869,ENS03,Super Rare,(SR)
26034577,b0606792e1cb727d75e9e61821ffece4,EN013,Super Rare,(SR)
26034577,ebcf2adcd9679d0dcc72352f53d09dc6,EN203,Super Rare,(SR)
26046205,47c711dd929549af8f8079167dfc6814,EN028,Common,(C)
26046205,dbd1751a944eea23d37f49ca2502f89a,EN017,Common,(C)
26050548,c6406398b1caf5641982075a3224429e,EN007,Quarter Century Secret Rare,
26050548,c6406398b1caf5641982075a3224429e,EN007,Secret Rare,(ScR)
26057276,774578ab8e9131aedd786a1cc57fc1a0,EN029,Common,(C)
26057276,ebcf2adcd9679d0dcc72352f53d09dc6,EN148,Common,(C)
26077387,4e4b995c895c5b8d905e8dd025f10779,EN029,Super Rare,(SR)
26077387,9abce9ef0212d134c70a05c322b2dd94,EN017,Premium Gold Rare,(PG)
26077387,9fbc2ae81027208001000dfd2a7d701e,EN116,Quarter Century Secret Rare,
26077387,bd77395aac64ed95f5555f319a7aba9a,EN089,Secret Rare,(ScR)
26077387,cb6ba8c143c17ecfa39d6d2fd18d70fb,EN259,Prismatic Secret Rare,(PScR)
26077387,f18c5c5e2fcee60b31d46fb4273ab002,EN002,Ultimate Rare,(UtR)
26077387,fd6c36cd0673065cc28f35a132c5df90,EN004,Ultra Rare,(UR)
26082117,1b09c08690f57fd9b7f713fa2badd00b,ENV01,Ultimate Rare,(UtR)
26082117,2d5a3babe4c721e09dac8eb6bd93247c,EN009,Common,(C)
26082117,3d0e7c673619d3e6894843ba6759630a,EN002,Common,(C)
26082117,3d0e7c673619d3e6894843ba6759630a,EN002,Starfoil Rare,(SFR)
26082117,7e19528f1a50f9f66de97da0580f6721,EN009,Rare,(R)
26082117,b10b4352c55dc9fbb5d188ea621ac5c5,EN037,Gold Rare,(GUR)
26082117,b4481b68a8ce80f89ab590babd81f1d6,EN001,Super Rare,(SR)
26082117,b8449f6dd6d43e0fc7758e96c006185b,EN218,Common,(C)
26082117,b8449f6dd6d43e0fc7758e96c006185b,EN218,Starfoil Rare,(SFR)
26082229,506f3b6d6b69648933ac22ed31aa737b,EN084,Common,(C)
26082229,8a855211e1f7cd0dcdb133b3b1f118c3,EN024,Common,(C)
26084285,5c47e88732f386f382d2e2dae097a44f,EN012,Common,(C)
26084285,7c6e77a5a83de29d749226ae0eb952f2,EN186,Common,(C)
26084285,e3a8225277580d9dac45d0e20f00b46a,064,Rare,(R)
26096328,4285fe6083db6af5bf9f55eeafbcfa37,EN034,Ultra Rare,(UR)
26096328,9abce9ef0212d134c70a05c322b2dd94,EN066,Rare,(R)
26096328,ed7041601d300c8f68859096f05f098d,EN124,Secret Rare,(ScR)
26099457,6be8c2a4292c11acd5f7c207507704f9,EN053,Common,(C)
26118970,4285fe6083db6af5bf9f55eeafbcfa37,EN025,Rare,(R)
26118970,ed7041601d300c8f68859096f05f098d,EN108,Ultra Rare,(UR)
26120084,deb3b36fda4262b1185a39ded89f1da5,EN053,Common,(C)
26157485,3b24ac7a126a48b8cc5cd4112179cc32,EN019,Common,(C)
26185991,005adeb3ee84ff7785b85e28469ab1f7,EN079,Common,(C)
26185991,29c9f5b6924cc91df63078c891658fa2,ENB11,Common,(C)
26185991,37b3b473a4f1b32a2cf8b46ae370fd66,EN006,Rare,(R)
26185991,b0f2c36a83e4cfc6e05d4a3571a93fce,078,Short Print,(SP)
26185991,b0f2c36a83e4cfc6e05d4a3571a93fce,EN078,Common,(C)
26185991,b0f2c36a83e4cfc6e05d4a3571a93fce,EN078,Short Print,(SP)
26185991,b32d3069a055a23ea9aa0b03cdb8f04f,EN011,Common,(C)
26185991,d8a9cfb70839915fcea1465fc6d714e8,END09,Common,(C)
26194151,96b30f7b59ec2e0fb430c0ce1354f00f,EN015,Ultra Rare,(UR)
26202165,3f33498661590f385db2783d1e29abd5,EN017,Common,(C)
26202165,55d553c89d6f81243ee43b335bd77de1,EN003,Ultra Parallel Rare,(UPR)
26202165,701e2e044393bfbc4f7cb10dd6d6390b,EN042,Rare,(R)
26202165,74c1e2a9c8b12f91a2754a2db657debc,EN037,Super Rare,(SR)
26202165,7c6e77a5a83de29d749226ae0eb952f2,EN120,Secret Rare,(ScR)
26202165,8f0631a097c57bccdc9fd8eb01379b1d,EN001,Gold Rare,(GUR)
26202165,ac6b7e2c6239479038488c7a86ab2084,069,Rare,(R)
26202165,ac6b7e2c6239479038488c7a86ab2084,E069,Rare,(R)
26202165,ac6b7e2c6239479038488c7a86ab2084,EN069,Rare,(R)
26202165,ace9d41afbfc03402c03df6917a946f0,EN038,Common,(C)
26202165,ad2d9b45529d2768166f2f97820eca10,EN016,Common,(C)
26202165,b16caf880089062bfa66f00739d25801,EN001,Ultra Rare,(UR)
26202165,bd280cb7c5d30caf212ac58a50a9b87b,EN036,Super Rare,(SR)
26202165,c24bcca8f52acec4ed5fa42974bdaefc,018,Common,(C)
26202165,dc9e9b7ce61fd372e15eb79faac0a51e,ENY21,Common,(C)
26202165,e4aa6e136588139b52b7e9cf66ad1ac0,EN013,Common,(C)
26202165,e51ff6ff96ea66dffab8252daf8b9f95,EN001,Ultra Rare,(UR)
26202165,f1ea9ca7056002cd455126d9b1a8d415,019,Common,(C)
26202165,fa7005d112a045fbfcba93c61b278dcc,EN026,Rare,(R)
26205777,00e329416fdfe2945d3449ec817d2819,EN008,Common,(C)
26205777,258d40d12ac3feb384038d65a449e309,EN011,Common,(C)
26205777,506f3b6d6b69648933ac22ed31aa737b,EN081,Super Rare,(SR)
26205777,583996d28462b403c6a10acf81d361ef,EN007,Rare,(R)
26205777,8a855211e1f7cd0dcdb133b3b1f118c3,EN021,Super Rare,(SR)
26205777,8a855211e1f7cd0dcdb133b3b1f118c3,EN021,Ultimate Rare,(UtR)
26205777,8f0631a097c57bccdc9fd8eb01379b1d,EN008,Common,(C)
26205777,b709319ce6d76aaa534ac636eef4d383,EN009,Rare,(R)
26211048,6be8c2a4292c11acd5f7c207507704f9,EN050,Ultimate Rare,(UtR)
26211048,6be8c2a4292c11acd5f7c207507704f9,EN050,Ultra Rare,(UR)
26211048,8a1da03bfdddc6b5303a69e1a02440d2,EN049,Rare,(R)
26223582,50f660730df483f0e11d69e2df3545fe,EN029,Rare,(R)
26232916,ef3ad220efa405046c31095beed830c7,EN014,Secret Rare,(ScR)
26232916,f18c5c5e2fcee60b31d46fb4273ab002,EN021,Common,(C)
26236560,05aeb56737ca1678d2fb1d6dbfcd1e92,EN005,Super Rare,(SR)
26236560,a3a23e9aef9f574d8509e2996e848cdf,EN008,Rare,(R)
26236560,a3a23e9aef9f574d8509e2996e848cdf,EN008,Starlight Rare,(StR)
26236560,f7d6892d21b826142f78883be7d31cff,EN152,Common,(C)
26237713,0ae37fc5dd293c7ab5dd50776e70587e,EN165,Rare,(R)
26237713,ee19a7b461378aeba25fd1cd47b5f1af,EN068,Super Rare,(SR)
26254876,47c711dd929549af8f8079167dfc6814,EN025,Common,(C)
26257572,bcf20e78948fb5b90ef26f3b73f4c4fe,EN062,Short Print,(SP)
26259179,ea5a029166ac43eb0a6709cd0ed21d1b,EN027,Common,(C)
26268488,b3c2e796543ba88d7aca52cda11c06c4,EN096,Ultra Rare,(UR)
26268488,c6f3e50089b17275c8462f40263e585d,EN054,Ultra Rare,(UR)
26270847,3bbff0e4b3edb9f6363fb5af6bde2021,EN101,Common,(C)
26270847,f10dffa4416a0f1c70f21e1f1d338cdb,EN090,Common,(C)
26270847,f53b0bef638f185a6f64acee0a5f5355,EN010,Common,(C)
26273196,aba80c81872540d639ec3aa3cfb77c7d,EN147,Secret Rare,(ScR)
26285557,81f88961be95a117c2cbd29b83b7e696,EN056,Rare,(R)
26285557,cb6ba8c143c17ecfa39d6d2fd18d70fb,EN036,Common,(C)
26285788,6be8c2a4292c11acd5f7c207507704f9,EN087,Secret Rare,(ScR)
26293219,0c3a3ceeec7223742b138ccae3a236db,EN003,Super Rare,(SR)
26293219,0c3a3ceeec7223742b138ccae3a236db,EN003,Ultra Rare,(UR)
26302107,6ccfe644e861b7b88dfd41ba7823d31c,EN083,Super Rare,(SR)
26302107,cb6ba8c143c17ecfa39d6d2fd18d70fb,EN218,Ultra Rare,(UR)
26302522,005eba16ef83bd8139478a7055c438c0,EN180,Common,(C)
26302522,03e90883b2113627cd020c51bb3710d2,EN042,Common,(C)
26302522,6b2bc8afd8c5a257e96e168ecddb4535,EN011,Common,(C)
26302522,73f83d4d520c1f1259b3af534a413017,EN019,Ultra Rare,(UR)
26302522,74c1e2a9c8b12f91a2754a2db657debc,EN092,Ultra Rare,(UR)
26302522,84da32f1f52c449a617b69ab76a36a50,EN027,Common,(C)
26302522,b32d3069a055a23ea9aa0b03cdb8f04f,EN018,Common,(C)
26302522,b8449f6dd6d43e0fc7758e96c006185b,EN175,Common,(C)
26302522,b8449f6dd6d43e0fc7758e96c006185b,EN175,Starfoil Rare,(SFR)
26302522,bd280cb7c5d30caf212ac58a50a9b87b,EN091,Secret Rare,(ScR)
26304459,089e09d57dbd9a68383667eeb3ed84d1,EN075,Common,(C)
26304459,089e09d57dbd9a68383667eeb3ed84d1,EN075,Duel Terminal Normal Parallel Rare,(DNPR)
26304459,25532afd4417bb450c3b249ab95a5914,EN088,Duel Terminal Ultra Parallel Rare,(DUPR)
26304459,9dda54b2ec9176b5ae4605098b46f040,EN056,Secret Rare,(ScR)
26308721,c298ec426e621c56055f9eabc7c3a0ef,EN003,Super Rare,(SR)
